-10.00000000000000000,	0.00000000011002000,	75532.60000000000570000,	0.00000000000000000
-9.90000000000000035,	0.00000000010993300,	74965.69999999999700000,	0.00000000000000000
-9.80000000000000071,	0.00000000011029600,	75029.89999999999410000,	0.00000000000000000
-9.69999999999999928,	0.00000000010957800,	75362.99999999999990000,	0.00000000000000000
-9.59999999999999964,	0.00000000010947400,	75568.89999999999410000,	0.00000000000000000
-9.50000000000000000,	0.00000000010967500,	76339.10000000000570000,	0.00000000000000000
-9.40000000000000035,	0.00000000010983400,	75507.30000000000280000,	0.00000000000000000
-9.30000000000000071,	0.00000000010966900,	75214.99999999999990000,	0.00000000000000000
-9.19999999999999928,	0.00000000010966400,	75723.99999999999990000,	0.00000000000000000
-9.09999999999999964,	0.00000000010955200,	75436.19999999999700000,	0.00000000000000000
-9.00000000000000000,	0.00000000010963600,	75287.49999999999990000,	0.00000000000000000
-8.90000000000000035,	0.00000000010936000,	74908.99999999999990000,	0.00000000000000000
-8.80000000000000071,	0.00000000010947200,	74965.49999999999990000,	0.00000000000000000
-8.69999999999999929,	0.00000000010944600,	75477.60000000000570000,	0.00000000000000000
-8.59999999999999964,	0.00000000010930700,	75014.10000000000570000,	0.00000000000000000
-8.50000000000000000,	0.00000000010933100,	75471.60000000000570000,	0.00000000000000000
-8.40000000000000035,	0.00000000010919400,	75208.39999999999410000,	0.00000000000000000
-8.30000000000000071,	0.00000000010915600,	75641.10000000000570000,	0.00000000000000000
-8.19999999999999929,	0.00000000010901900,	74982.60000000000570000,	0.00000000000000000
-8.09999999999999964,	0.00000000010908000,	75641.99999999999990000,	0.00000000000000000
-8.00000000000000000,	0.00000000010884100,	75228.19999999999700000,	0.00000000000000000
-7.90000000000000035,	0.00000000010907400,	75441.69999999999700000,	0.00000000000000000
-7.79999999999999982,	0.00000000010890600,	75427.39999999999410000,	0.00000000000000000
-7.69999999999999929,	0.00000000010880700,	75550.60000000000570000,	0.00000000000000000
-7.59999999999999964,	0.00000000010883500,	75341.60000000000570000,	0.00000000000000000
-7.50000000000000000,	0.00000000010859400,	75852.80000000000280000,	0.00000000000000000
-7.40000000000000035,	0.00000000010854100,	75304.19999999999700000,	0.00000000000000000
-7.29999999999999982,	0.00000000010846100,	75067.99999999999990000,	0.00000000000000000
-7.19999999999999929,	0.00000000010824700,	75609.89999999999410000,	0.00000000000000000
-7.09999999999999964,	0.00000000010853700,	74534.10000000000570000,	0.00000000000000000
-7.00000000000000000,	0.00000000010828100,	75779.60000000000570000,	0.00000000000000000
-6.90000000000000035,	0.00000000010840100,	75126.69999999999700000,	0.00000000000000000
-6.79999999999999982,	0.00000000010795900,	75664.49999999999990000,	0.00000000000000000
-6.69999999999999929,	0.00000000010828000,	75827.80000000000280000,	0.00000000000000000
