FET Vgs-Id
VG=,0,to,5,in,0.1,step
VDS=,0,to,7,in,0.1,step
NO.,VG,ID,VDS,VSUB
,V,A,V,V
1,0,1.1E-13,0,-0.5
2,0.1,1E-13,0,-0.5
3,0.2,1.4E-13,0,-0.5
4,0.3,3.48E-12,0,-0.5
5,0.4,6.751E-11,0,-0.5
6,0.5,1.13449E-09,0,-0.5
7,0.6,1.4346E-08,0,-0.5
8,0.7,4.6149E-08,0,-0.5
9,0.8,3.9342E-08,0,-0.5
10,0.9,-1.7242E-08,0,-0.5
11,1,-7.7232E-08,0,-0.5
12,1.1,-1.6631E-07,0,-0.5
13,1.2,-2.1971E-07,0,-0.5
14,1.3,-2.8928E-07,0,-0.5
15,1.4,-3.5638E-07,0,-0.5
16,1.5,-4.2377E-07,0,-0.5
17,1.6,-4.8998E-07,0,-0.5
18,1.7,-5.5425E-07,0,-0.5
19,1.8,-6.1651E-07,0,-0.5
20,1.9,-6.7689E-07,0,-0.5
21,2,-7.3287E-07,0,-0.5
22,2.1,-7.8867E-07,0,-0.5
23,2.2,-8.3982E-07,0,-0.5
24,2.3,-8.8797E-07,0,-0.5
25,2.4,-9.3795E-07,0,-0.5
26,2.5,-9.8571E-07,0,-0.5
27,2.6,-1.02952E-06,0,-0.5
28,2.7,-1.07845E-06,0,-0.5
29,2.8,-1.12011E-06,0,-0.5
30,2.9,-1.2984E-06,0,-0.5
31,3,-1.3629E-06,0,-0.5
32,3.1,-1.3871E-06,0,-0.5
33,3.2,-1.432E-06,0,-0.5
34,3.3,-1.4555E-06,0,-0.5
35,3.4,-1.5274E-06,0,-0.5
36,3.5,-1.5006E-06,0,-0.5
37,3.6,-1.5849E-06,0,-0.5
38,3.7,-1.6476E-06,0,-0.5
39,3.8,-1.6528E-06,0,-0.5
40,3.9,-1.6853E-06,0,-0.5
41,4,-1.7561E-06,0,-0.5
42,4.1,-1.7275E-06,0,-0.5
43,4.2,-1.7497E-06,0,-0.5
44,4.3,-1.828E-06,0,-0.5
45,4.4,-1.825E-06,0,-0.5
46,4.5,-1.8224E-06,0,-0.5
47,4.6,-1.8837E-06,0,-0.5
48,4.7,-1.9556E-06,0,-0.5
49,4.8,-1.9082E-06,0,-0.5
50,4.9,-1.9699E-06,0,-0.5
51,5,-1.9854E-06,0,-0.5
52,0,4.1E-13,0.1,-0.5
53,0.1,2.8E-13,0.1,-0.5
54,0.2,1.47E-12,0.1,-0.5
55,0.3,2.306E-11,0.1,-0.5
56,0.4,4.5861E-10,0.1,-0.5
57,0.5,9.1946E-09,0.1,-0.5
58,0.6,1.5531E-07,0.1,-0.5
59,0.7,1.6026E-06,0.1,-0.5
60,0.8,7.4138E-06,0.1,-0.5
61,0.9,1.7929E-05,0.1,-0.5
62,1,3.09E-05,0.1,-0.5
63,1.1,4.4518E-05,0.1,-0.5
64,1.2,5.8098E-05,0.1,-0.5
65,1.3,7.1322E-05,0.1,-0.5
66,1.4,8.4126E-05,0.1,-0.5
67,1.5,9.6425E-05,0.1,-0.5
68,1.6,0.000108259,0.1,-0.5
69,1.7,0.00011962,0.1,-0.5
70,1.8,0.00013048,0.1,-0.5
71,1.9,0.00014097,0.1,-0.5
72,2,0.00015099,0.1,-0.5
73,2.1,0.00016069,0.1,-0.5
74,2.2,0.00016995,0.1,-0.5
75,2.3,0.00017895,0.1,-0.5
76,2.4,0.00018759,0.1,-0.5
77,2.5,0.00019596,0.1,-0.5
78,2.6,0.00020403,0.1,-0.5
79,2.7,0.00021185,0.1,-0.5
80,2.8,0.00021944,0.1,-0.5
81,2.9,0.0002268,0.1,-0.5
82,3,0.00023393,0.1,-0.5
83,3.1,0.0002408,0.1,-0.5
84,3.2,0.00024753,0.1,-0.5
85,3.3,0.00025407,0.1,-0.5
86,3.4,0.00026042,0.1,-0.5
87,3.5,0.00026655,0.1,-0.5
88,3.6,0.00027263,0.1,-0.5
89,3.7,0.00027841,0.1,-0.5
90,3.8,0.00028403,0.1,-0.5
91,3.9,0.00028952,0.1,-0.5
92,4,0.00029496,0.1,-0.5
93,4.1,0.00030019,0.1,-0.5
94,4.2,0.00030531,0.1,-0.5
95,4.3,0.00031032,0.1,-0.5
96,4.4,0.00031515,0.1,-0.5
97,4.5,0.00031986,0.1,-0.5
98,4.6,0.00032456,0.1,-0.5
99,4.7,0.00032904,0.1,-0.5
100,4.8,0.00033344,0.1,-0.5
101,4.9,0.00033768,0.1,-0.5
