FET Vgs-Id
VG=,0,to,5,in,0.1,step
VDS=,0,to,7,in,0.1,step
NO.,VG,ID,VDS,VSUB
,V,A,V,V
1,0,2.6E-13,0,-1.5
2,0.1,9E-14,0,-1.5
3,0.2,4.3E-13,0,-1.5
4,0.3,0,0,-1.5
5,0.4,3.3E-13,0,-1.5
6,0.5,2.19E-12,0,-1.5
7,0.6,5.018E-11,0,-1.5
8,0.7,1.06626E-09,0,-1.5
9,0.8,1.4482E-08,0,-1.5
10,0.9,4.6041E-08,0,-1.5
11,1,4.2739E-08,0,-1.5
12,1.1,-1.617E-08,0,-1.5
13,1.2,-7.0766E-08,0,-1.5
14,1.3,-1.0391E-07,0,-1.5
15,1.4,-1.9553E-07,0,-1.5
16,1.5,-2.7525E-07,0,-1.5
17,1.6,-3.4746E-07,0,-1.5
18,1.7,-4.1639E-07,0,-1.5
19,1.8,-4.8104E-07,0,-1.5
20,1.9,-5.3876E-07,0,-1.5
21,2,-5.9806E-07,0,-1.5
22,2.1,-6.5539E-07,0,-1.5
23,2.2,-7.1193E-07,0,-1.5
24,2.3,-7.6587E-07,0,-1.5
25,2.4,-8.1546E-07,0,-1.5
26,2.5,-8.6921E-07,0,-1.5
27,2.6,-9.2118E-07,0,-1.5
28,2.7,-9.7534E-07,0,-1.5
29,2.8,-1.02304E-06,0,-1.5
30,2.9,-1.06668E-06,0,-1.5
31,3,-1.1103E-06,0,-1.5
32,3.1,-1.3314E-06,0,-1.5
33,3.2,-1.3253E-06,0,-1.5
34,3.3,-1.3718E-06,0,-1.5
35,3.4,-1.4342E-06,0,-1.5
36,3.5,-1.4731E-06,0,-1.5
37,3.6,-1.4986E-06,0,-1.5
38,3.7,-1.5288E-06,0,-1.5
39,3.8,-1.5251E-06,0,-1.5
40,3.9,-1.6034E-06,0,-1.5
41,4,-1.65E-06,0,-1.5
42,4.1,-1.6746E-06,0,-1.5
43,4.2,-1.6861E-06,0,-1.5
44,4.3,-1.7013E-06,0,-1.5
45,4.4,-1.7326E-06,0,-1.5
46,4.5,-1.76E-06,0,-1.5
47,4.6,-1.8072E-06,0,-1.5
48,4.7,-1.8001E-06,0,-1.5
49,4.8,-1.8336E-06,0,-1.5
50,4.9,-1.8956E-06,0,-1.5
51,5,-1.8845E-06,0,-1.5
52,0,3.5E-13,0.1,-1.5
53,0.1,-3E-14,0.1,-1.5
54,0.2,2E-13,0.1,-1.5
55,0.3,4E-14,0.1,-1.5
56,0.4,7.2E-13,0.1,-1.5
57,0.5,1.21E-11,0.1,-1.5
58,0.6,2.9637E-10,0.1,-1.5
59,0.7,7.0512E-09,0.1,-1.5
60,0.8,1.3888E-07,0.1,-1.5
61,0.9,1.5548E-06,0.1,-1.5
62,1,7.5319E-06,0.1,-1.5
63,1.1,1.8419E-05,0.1,-1.5
64,1.2,3.1544E-05,0.1,-1.5
65,1.3,4.5157E-05,0.1,-1.5
66,1.4,5.864E-05,0.1,-1.5
67,1.5,7.1728E-05,0.1,-1.5
68,1.6,8.4351E-05,0.1,-1.5
69,1.7,9.6482E-05,0.1,-1.5
70,1.8,0.000108131,0.1,-1.5
71,1.9,0.00011932,0.1,-1.5
72,2,0.00013006,0.1,-1.5
73,2.1,0.00014043,0.1,-1.5
74,2.2,0.00015039,0.1,-1.5
75,2.3,0.00015998,0.1,-1.5
76,2.4,0.00016915,0.1,-1.5
77,2.5,0.00017805,0.1,-1.5
78,2.6,0.00018665,0.1,-1.5
79,2.7,0.00019498,0.1,-1.5
80,2.8,0.00020304,0.1,-1.5
81,2.9,0.00021085,0.1,-1.5
82,3,0.00021838,0.1,-1.5
83,3.1,0.0002257,0.1,-1.5
84,3.2,0.0002328,0.1,-1.5
85,3.3,0.00023965,0.1,-1.5
86,3.4,0.00024639,0.1,-1.5
87,3.5,0.00025285,0.1,-1.5
88,3.6,0.00025915,0.1,-1.5
89,3.7,0.00026527,0.1,-1.5
90,3.8,0.00027128,0.1,-1.5
91,3.9,0.00027709,0.1,-1.5
92,4,0.00028274,0.1,-1.5
93,4.1,0.00028824,0.1,-1.5
94,4.2,0.00029362,0.1,-1.5
95,4.3,0.00029881,0.1,-1.5
96,4.4,0.00030394,0.1,-1.5
97,4.5,0.00030895,0.1,-1.5
98,4.6,0.00031377,0.1,-1.5
99,4.7,0.00031846,0.1,-1.5
100,4.8,0.00032302,0.1,-1.5
101,4.9,0.00032761,0.1,-1.5
102,5,0.00033205,0.1,-1.5
103,0,3.2E-13,0.2,-1.5
104,0.1,4.7E-13,0.2,-1.5
105,0.2,1.3E-13,0.2,-1.5
106,0.3,4.2E-13,0.2,-1.5
107,0.4,4.9E-13,0.2,-1.5
108,0.5,1.287E-11,0.2,-1.5
109,0.6,3.0531E-10,0.2,-1.5
110,0.7,7.1855E-09,0.2,-1.5
111,0.8,1.4441E-07,0.2,-1.5
112,0.9,1.6767E-06,0.2,-1.5
113,1,8.9597E-06,0.2,-1.5
114,1.1,2.5381E-05,0.2,-1.5
115,1.2,4.8845E-05,0.2,-1.5
116,1.3,7.5268E-05,0.2,-1.5
117,1.4,0.000102259,0.2,-1.5
118,1.5,0.00012881,0.2,-1.5
119,1.6,0.00015456,0.2,-1.5
120,1.7,0.00017936,0.2,-1.5
121,1.8,0.00020321,0.2,-1.5
122,1.9,0.00022613,0.2,-1.5
123,2,0.00024816,0.2,-1.5
124,2.1,0.00026932,0.2,-1.5
125,2.2,0.00028967,0.2,-1.5
126,2.3,0.00030923,0.2,-1.5
127,2.4,0.00032799,0.2,-1.5
128,2.5,0.00034621,0.2,-1.5
129,2.6,0.00036378,0.2,-1.5
130,2.7,0.00038074,0.2,-1.5
131,2.8,0.00039717,0.2,-1.5
132,2.9,0.00041303,0.2,-1.5
133,3,0.00042838,0.2,-1.5
134,3.1,0.00044324,0.2,-1.5
135,3.2,0.00045771,0.2,-1.5
136,3.3,0.00047178,0.2,-1.5
137,3.4,0.00048535,0.2,-1.5
138,3.5,0.00049856,0.2,-1.5
139,3.6,0.00051138,0.2,-1.5
140,3.7,0.00052388,0.2,-1.5
141,3.8,0.00053604,0.2,-1.5
142,3.9,0.00054775,0.2,-1.5
143,4,0.00055926,0.2,-1.5
144,4.1,0.00057041,0.2,-1.5
145,4.2,0.00058132,0.2,-1.5
146,4.3,0.00059199,0.2,-1.5
147,4.4,0.00060228,0.2,-1.5
148,4.5,0.00061243,0.2,-1.5
149,4.6,0.00062228,0.2,-1.5
150,4.7,0.00063189,0.2,-1.5
151,4.8,0.00064131,0.2,-1.5
152,4.9,0.00065041,0.2,-1.5
153,5,0.00065926,0.2,-1.5
154,0,4.7E-13,0.3,-1.5
155,0.1,2.9E-13,0.3,-1.5
156,0.2,3.9E-13,0.3,-1.5
157,0.3,1.1E-13,0.3,-1.5
158,0.4,9.1E-13,0.3,-1.5
159,0.5,1.267E-11,0.3,-1.5
160,0.6,3.0966E-10,0.3,-1.5
161,0.7,7.3485E-09,0.3,-1.5
162,0.8,1.4758E-07,0.3,-1.5
163,0.9,1.712E-06,0.3,-1.5
164,1,9.2362E-06,0.3,-1.5
165,1.1,2.7186E-05,0.3,-1.5
166,1.2,5.6031E-05,0.3,-1.5
167,1.3,9.2255E-05,0.3,-1.5
168,1.4,0.00013161,0.3,-1.5
169,1.5,0.00017141,0.3,-1.5
170,1.6,0.0002105,0.3,-1.5
171,1.7,0.00024836,0.3,-1.5
172,1.8,0.00028485,0.3,-1.5
173,1.9,0.00031999,0.3,-1.5
174,2,0.00035378,0.3,-1.5
175,2.1,0.0003862,0.3,-1.5
176,2.2,0.00041744,0.3,-1.5
177,2.3,0.00044744,0.3,-1.5
178,2.4,0.00047617,0.3,-1.5
179,2.5,0.00050402,0.3,-1.5
180,2.6,0.00053094,0.3,-1.5
181,2.7,0.00055688,0.3,-1.5
182,2.8,0.00058199,0.3,-1.5
183,2.9,0.00060625,0.3,-1.5
184,3,0.00062964,0.3,-1.5
185,3.1,0.00065242,0.3,-1.5
186,3.2,0.00067448,0.3,-1.5
187,3.3,0.00069588,0.3,-1.5
188,3.4,0.00071661,0.3,-1.5
189,3.5,0.00073677,0.3,-1.5
190,3.6,0.00075625,0.3,-1.5
191,3.7,0.0007753,0.3,-1.5
192,3.8,0.00079377,0.3,-1.5
193,3.9,0.00081158,0.3,-1.5
194,4,0.0008292,0.3,-1.5
195,4.1,0.00084628,0.3,-1.5
196,4.2,0.00086283,0.3,-1.5
197,4.3,0.00087908,0.3,-1.5
198,4.4,0.00089475,0.3,-1.5
199,4.5,0.00091006,0.3,-1.5
200,4.6,0.00092513,0.3,-1.5
201,4.7,0.00093968,0.3,-1.5
202,4.8,0.00095376,0.3,-1.5
203,4.9,0.0009677,0.3,-1.5
204,5,0.00098104,0.3,-1.5
205,0,5.7E-13,0.4,-1.5
206,0.1,3.6E-13,0.4,-1.5
207,0.2,4.8E-13,0.4,-1.5
208,0.3,5E-14,0.4,-1.5
209,0.4,8.7E-13,0.4,-1.5
210,0.5,1.302E-11,0.4,-1.5
211,0.6,3.1354E-10,0.4,-1.5
212,0.7,7.5027E-09,0.4,-1.5
213,0.8,1.4624E-07,0.4,-1.5
214,0.9,1.7191E-06,0.4,-1.5
215,1,9.345E-06,0.4,-1.5
216,1.1,2.7758E-05,0.4,-1.5
217,1.2,5.8487E-05,0.4,-1.5
218,1.3,0.000100052,0.4,-1.5
219,1.4,0.00014878,0.4,-1.5
220,1.5,0.00020048,0.4,-1.5
221,1.6,0.00025253,0.4,-1.5
222,1.7,0.00030352,0.4,-1.5
223,1.8,0.00035295,0.4,-1.5
224,1.9,0.0004007,0.4,-1.5
225,2,0.0004466,0.4,-1.5
226,2.1,0.00049079,0.4,-1.5
227,2.2,0.00053328,0.4,-1.5
228,2.3,0.00057417,0.4,-1.5
229,2.4,0.00061327,0.4,-1.5
230,2.5,0.0006512,0.4,-1.5
231,2.6,0.00068774,0.4,-1.5
232,2.7,0.00072308,0.4,-1.5
233,2.8,0.00075717,0.4,-1.5
234,2.9,0.00079019,0.4,-1.5
235,3,0.00082199,0.4,-1.5
236,3.1,0.00085291,0.4,-1.5
237,3.2,0.00088281,0.4,-1.5
238,3.3,0.00091184,0.4,-1.5
239,3.4,0.00093997,0.4,-1.5
240,3.5,0.00096728,0.4,-1.5
241,3.6,0.00099375,0.4,-1.5
242,3.7,0.00101946,0.4,-1.5
243,3.8,0.00104452,0.4,-1.5
244,3.9,0.00106876,0.4,-1.5
245,4,0.00109244,0.4,-1.5
246,4.1,0.00111551,0.4,-1.5
247,4.2,0.00113782,0.4,-1.5
248,4.3,0.0011599,0.4,-1.5
249,4.4,0.001181,0.4,-1.5
250,4.5,0.0012019,0.4,-1.5
251,4.6,0.0012219,0.4,-1.5
252,4.7,0.0012419,0.4,-1.5
253,4.8,0.0012609,0.4,-1.5
254,4.9,0.0012799,0.4,-1.5
