Vgs,	Vds,	Ids
-5.00000000,-4.98476870,-0.00257547
-5.00000000,-4.88470960,-0.00257204
-5.00000000,-4.78464410,-0.00256848
-5.00000000,-4.68505830,-0.00256492
-5.00000000,-4.58499770,-0.00256106
-5.00000000,-4.48493730,-0.00255702
-5.00000000,-4.38488850,-0.00255291
-5.00000000,-4.28481910,-0.00254859
-5.00000000,-4.18489070,-0.00254406
-5.00000000,-4.08535520,-0.00253929
-5.00000000,-3.98531170,-0.00253419
-5.00000000,-3.88528100,-0.00252877
-5.00000000,-3.78522180,-0.00252290
-5.00000000,-3.68512760,-0.00251658
-5.00000000,-3.58509050,-0.00250962
-5.00000000,-3.48557320,-0.00250207
-5.00000000,-3.38554910,-0.00249366
-5.00000000,-3.28551190,-0.00248425
-5.00000000,-3.18550050,-0.00247359
-5.00000000,-3.08542710,-0.00246156
-5.00000000,-2.98542360,-0.00244773
-5.00000000,-2.88596210,-0.00243189
-5.00000000,-2.78598850,-0.00241373
-5.00000000,-2.68603410,-0.00239277
-5.00000000,-2.58602420,-0.00236875
-5.00000000,-2.48610340,-0.00234117
-5.00000000,-2.38621150,-0.00230985
-5.00000000,-2.28685900,-0.00227461
-5.00000000,-2.18701750,-0.00223483
-5.00000000,-2.08725390,-0.00219048
-5.00000000,-1.98747470,-0.00214126
-5.00000000,-1.88770560,-0.00208703
-5.00000000,-1.78798990,-0.00202768
-5.00000000,-1.68879930,-0.00196334
-5.00000000,-1.58912790,-0.00189326
-5.00000000,-1.48944310,-0.00181773
-5.00000000,-1.38982740,-0.00173659
-5.00000000,-1.29027110,-0.00164991
-5.00000000,-1.19072900,-0.00155761
-5.00000000,-1.09173440,-0.00146002
-5.00000000,-0.99218705,-0.00135626
-5.00000000,-0.89274667,-0.00124675
-5.00000000,-0.79334668,-0.00113149
-5.00000000,-0.69398799,-0.00101052
-5.00000000,-0.59464301,-0.00088363
-5.00000000,-0.49579827,-0.00075155
-5.00000000,-0.39653014,-0.00061306
-5.00000000,-0.29729268,-0.00046870
-5.00000000,-0.19809136,-0.00031836
-5.00000000,-0.09893113,-0.00016207
-5.00000000,-0.00015513,-0.00000020
-4.90000000,-4.98538470,-0.00247118
-4.90000000,-4.88531910,-0.00246747
-4.90000000,-4.78526010,-0.00246401
-4.90000000,-4.68567040,-0.00246047
-4.90000000,-4.58561370,-0.00245682
-4.90000000,-4.48554810,-0.00245311
-4.90000000,-4.38550200,-0.00244919
-4.90000000,-4.28542470,-0.00244507
-4.90000000,-4.18549630,-0.00244089
-4.90000000,-4.08595960,-0.00243635
-4.90000000,-3.98591210,-0.00243165
-4.90000000,-3.88588020,-0.00242658
-4.90000000,-3.78581830,-0.00242125
-4.90000000,-3.68571760,-0.00241550
-4.90000000,-3.58568190,-0.00240923
-4.90000000,-3.48615940,-0.00240240
-4.90000000,-3.38612610,-0.00239480
-4.90000000,-3.28608770,-0.00238631
-4.90000000,-3.18606590,-0.00237686
-4.90000000,-3.08598600,-0.00236606
-4.90000000,-2.98597740,-0.00235381
-4.90000000,-2.88650160,-0.00233980
-4.90000000,-2.78651630,-0.00232356
-4.90000000,-2.68654630,-0.00230486
-4.90000000,-2.58652860,-0.00228328
-4.90000000,-2.48659240,-0.00225837
-4.90000000,-2.38667710,-0.00222999
-4.90000000,-2.28731030,-0.00219781
-4.90000000,-2.18744940,-0.00216111
-4.90000000,-2.08767020,-0.00212004
-4.90000000,-1.98786760,-0.00207418
-4.90000000,-1.88808040,-0.00202342
-4.90000000,-1.78833880,-0.00196741
-4.90000000,-1.68913390,-0.00190664
-4.90000000,-1.58943790,-0.00184010
-4.90000000,-1.48973620,-0.00176804
-4.90000000,-1.39010100,-0.00169044
-4.90000000,-1.29051750,-0.00160721
-4.90000000,-1.19095980,-0.00151844
-4.90000000,-1.09194320,-0.00142436
-4.90000000,-0.99237575,-0.00132394
-4.90000000,-0.89291560,-0.00121791
-4.90000000,-0.79349782,-0.00110603
-4.90000000,-0.69412146,-0.00098833
-4.90000000,-0.59475306,-0.00086475
-4.90000000,-0.49588908,-0.00073600
-4.90000000,-0.39660329,-0.00060072
-4.90000000,-0.29734502,-0.00045946
-4.90000000,-0.19812604,-0.00031222
-4.90000000,-0.09895034,-0.00015891
-4.90000000,-0.00015377,-0.00000024
-4.80000000,-4.98599810,-0.00236708
-4.80000000,-4.88593380,-0.00236356
-4.80000000,-4.78587220,-0.00236031
-4.80000000,-4.68628250,-0.00235706
-4.80000000,-4.58621160,-0.00235360
-4.80000000,-4.48615630,-0.00235001
-4.80000000,-4.38610110,-0.00234638
