
VD= 0 to 5 in 0.1 step
VG= 0 to 5 in 0.5 step
NO. VG VB VD ID IB
 V V V A A
230 2 -5 2.5 5.4901E-05 -3.6006E-10
231 2 -5 2.6 5.5007E-05 -3.7536E-10
232 2 -5 2.7 5.5126E-05 -4.1363E-10
233 2 -5 2.8 5.5247E-05 -4.9252E-10
234 2 -5 2.9 5.5358E-05 -6.4251E-10
235 2 -5 3 5.5467E-05 -9.0267E-10
236 2 -5 3.1 5.5576E-05 -1.1117E-09
237 2 -5 3.2 5.5694E-05 -2.4643E-09
238 2 -5 3.3 5.5774E-05 -2.5793E-09
239 2 -5 3.4 5.5894E-05 -5.1132E-09
240 2 -5 3.5 5.6001E-05 -6.7249E-09
241 2 -5 3.6 5.6115E-05 -9.9402E-09
242 2 -5 3.7 5.6195E-05 -1.4369E-08
243 2 -5 3.8 5.6316E-05 -2.0024E-08
244 2 -5 3.9 5.6423E-05 -2.7468E-08
245 2 -5 4 5.6529E-05 -3.6915E-08
246 2 -5 4.1 5.6635E-05 -4.9067E-08
247 2 -5 4.2 5.6756E-05 -6.4307E-08
248 2 -5 4.3 5.685E-05 -8.3336E-08
249 2 -5 4.4 5.6959E-05 -1.06689E-07
250 2 -5 4.5 5.7087E-05 -1.3496E-07
251 2 -5 4.6 5.7207E-05 -1.7066E-07
252 2 -5 4.7 5.7352E-05 -2.1114E-07
253 2 -5 4.8 5.7473E-05 -2.623E-07
254 2 -5 4.9 5.7644E-05 -3.2054E-07
255 2 -5 5 5.78E-05 -3.9138E-07
256 2.5 -5 0 2.371E-07 -3.4879E-10
257 2.5 -5 0.1 4.062E-05 -3.4664E-10
258 2.5 -5 0.2 7.6174E-05 -3.4624E-10
259 2.5 -5 0.3 0.000106661 -3.4588E-10
260 2.5 -5 0.4 0.00013214 -3.4495E-10
261 2.5 -5 0.5 0.00015276 -3.4747E-10
262 2.5 -5 0.6 0.0001687 -3.4709E-10
263 2.5 -5 0.7 0.00018049 -3.4679E-10
264 2.5 -5 0.8 0.00018867 -3.4706E-10
265 2.5 -5 0.9 0.00019407 -3.492E-10
266 2.5 -5 1 0.00019756 -3.4853E-10
267 2.5 -5 1.1 0.00019988 -3.4723E-10
268 2.5 -5 1.2 0.00020154 -3.4736E-10
269 2.5 -5 1.3 0.00020268 -3.4915E-10
270 2.5 -5 1.4 0.00020352 -3.4975E-10
271 2.5 -5 1.5 0.00020421 -3.4793E-10
272 2.5 -5 1.6 0.00020477 -3.4794E-10
273 2.5 -5 1.7 0.00020529 -3.4965E-10
274 2.5 -5 1.8 0.00020576 -3.5109E-10
275 2.5 -5 1.9 0.00020616 -3.5008E-10
276 2.5 -5 2 0.00020657 -3.485E-10
277 2.5 -5 2.1 0.00020697 -3.498E-10
278 2.5 -5 2.2 0.00020733 -3.5189E-10
279 2.5 -5 2.3 0.00020772 -3.5044E-10
280 2.5 -5 2.4 0.00020806 -3.4938E-10
281 2.5 -5 2.5 0.00020842 -3.5094E-10
282 2.5 -5 2.6 0.00020875 -3.526E-10
283 2.5 -5 2.7 0.00020906 -3.5498E-10
284 2.5 -5 2.8 0.00020937 -3.6109E-10
285 2.5 -5 2.9 0.00020973 -3.8732E-10
286 2.5 -5 3 0.00021003 -4.5096E-10
287 2.5 -5 3.1 0.00021036 -5.8925E-10
288 2.5 -5 3.2 0.00021063 -5.428E-10
289 2.5 -5 3.3 0.00021094 -1.9094E-09
290 2.5 -5 3.4 0.00021123 -1.9119E-09
291 2.5 -5 3.5 0.00021155 -4.5105E-09
292 2.5 -5 3.6 0.00021182 -6.632E-09
293 2.5 -5 3.7 0.00021212 -1.0832E-08
294 2.5 -5 3.8 0.00021235 -1.7434E-08
295 2.5 -5 3.9 0.00021269 -2.5811E-08
296 2.5 -5 4 0.00021295 -3.8558E-08
297 2.5 -5 4.1 0.00021324 -5.4704E-08
298 2.5 -5 4.2 0.00021351 -7.7656E-08
299 2.5 -5 4.3 0.00021381 -1.0611E-07
300 2.5 -5 4.4 0.00021402 -1.4411E-07
301 2.5 -5 4.5 0.00021438 -1.9194E-07
302 2.5 -5 4.6 0.00021471 -2.5147E-07
303 2.5 -5 4.7 0.00021502 -3.2667E-07
304 2.5 -5 4.8 0.00021539 -4.1752E-07
305 2.5 -5 4.9 0.00021572 -5.3103E-07
306 2.5 -5 5 0.00021608 -6.6565E-07
307 3 -5 0 3.3598E-07 -3.6083E-10
308 3 -5 0.1 6.2947E-05 -3.5497E-10
309 3 -5 0.2 0.00012105 -3.528E-10
310 3 -5 0.3 0.00017424 -3.5462E-10
311 3 -5 0.4 0.00022252 -3.5661E-10
312 3 -5 0.5 0.00026579 -3.5358E-10
313 3 -5 0.6 0.00030411 -3.5344E-10
314 3 -5 0.7 0.0003375 -3.5525E-10
315 3 -5 0.8 0.00036615 -3.5704E-10
316 3 -5 0.9 0.00039001 -3.559E-10
317 3 -5 1 0.0004093 -3.5481E-10
318 3 -5 1.1 0.00042453 -3.5719E-10
319 3 -5 1.2 0.00043609 -3.5828E-10
320 3 -5 1.3 0.00044444 -3.5654E-10
321 3 -5 1.4 0.00045033 -3.5574E-10
322 3 -5 1.5 0.00045446 -3.5698E-10
323 3 -5 1.6 0.0004574 -3.5897E-10
324 3 -5 1.7 0.00045951 -3.5624E-10
325 3 -5 1.8 0.00046112 -3.5535E-10
326 3 -5 1.9 0.00046245 -3.5644E-10
327 3 -5 2 0.00046358 -3.5791E-10
328 3 -5 2.1 0.00046452 -3.5658E-10
329 3 -5 2.2 0.00046547 -3.5497E-10
330 3 -5 2.3 0.00046631 -3.5663E-10
331 3 -5 2.4 0.00046707 -3.5678E-10
332 3 -5 2.5 0.00046782 -3.5608E-10
333 3 -5 2.6 0.00046854 -3.5425E-10
334 3 -5 2.7 0.00046928 -3.5662E-10
335 3 -5 2.8 0.00046995 -3.5716E-10
336 3 -5 2.9 0.00047061 -3.5654E-10
337 3 -5 3 0.00047125 -3.5727E-10
338 3 -5 3.1 0.00047194 -3.6509E-10
339 3 -5 3.2 0.00047254 -3.7896E-10
340 3 -5 3.3 0.00047313 -4.2225E-10
341 3 -5 3.4 0.00047373 -5.3402E-10
342 3 -5 3.5 0.00047435 -7.9524E-10
343 3 -5 3.6 0.00047491 -1.0319E-09
344 3 -5 3.7 0.00047546 -2.8775E-09
345 3 -5 3.8 0.00047599 -3.8625E-09
346 3 -5 3.9 0.00047657 -8.1358E-09
347 3 -5 4 0.0004771 -1.2983E-08
348 3 -5 4.1 0.00047766 -2.1994E-08
349 3 -5 4.2 0.00047816 -3.4225E-08
350 3 -5 4.3 0.00047876 -5.3318E-08
351 3 -5 4.4 0.00047933 -7.8603E-08
352 3 -5 4.5 0.00047983 -1.1494E-07
353 3 -5 4.6 0.00048034 -1.6162E-07
354 3 -5 4.7 0.00048093 -2.2486E-07
355 3 -5 4.8 0.00048142 -3.0534E-07
356 3 -5 4.9 0.00048207 -4.0821E-07
357 3 -5 5 0.00048268 -5.3875E-07
358 3.5 -5 0 3.8994E-07 -3.4958E-10
359 3.5 -5 0.1 8.4067E-05 -3.4506E-10
360 3.5 -5 0.2 0.00016356 -3.4602E-10
361 3.5 -5 0.3 0.00023845 -3.4946E-10
362 3.5 -5 0.4 0.00030854 -3.4724E-10
363 3.5 -5 0.5 0.00037389 -3.4746E-10
364 3.5 -5 0.6 0.00043437 -3.5118E-10
365 3.5 -5 0.7 0.0004901 -3.5167E-10
366 3.5 -5 0.8 0.00054093 -3.5044E-10
367 3.5 -5 0.9 0.00058689 -3.5119E-10
368 3.5 -5 1 0.00062778 -3.4996E-10
369 3.5 -5 1.1 0.00066423 -3.5382E-10
370 3.5 -5 1.2 0.00069596 -3.5309E-10
371 3.5 -5 1.3 0.00072312 -3.538E-10
372 3.5 -5 1.4 0.00074591 -3.5331E-10
373 3.5 -5 1.5 0.00076449 -3.5724E-10
374 3.5 -5 1.6 0.00077929 -3.5565E-10
375 3.5 -5 1.7 0.0007907 -3.5673E-10
376 3.5 -5 1.8 0.0007993 -3.5886E-10
377 3.5 -5 1.9 0.00080571 -3.6085E-10
378 3.5 -5 2 0.00081035 -3.5912E-10
379 3.5 -5 2.1 0.00081381 -3.5891E-10
380 3.5 -5 2.2 0.0008165 -3.5935E-10
381 3.5 -5 2.3 0.00081868 -3.6104E-10
382 3.5 -5 2.4 0.00082056 -3.5964E-10
383 3.5 -5 2.5 0.00082218 -3.5924E-10
384 3.5 -5 2.6 0.00082361 -3.5901E-10
385 3.5 -5 2.7 0.00082489 -3.6246E-10
386 3.5 -5 2.8 0.00082626 -3.6102E-10
387 3.5 -5 2.9 0.00082743 -3.6429E-10
388 3.5 -5 3 0.00082857 -3.6563E-10
389 3.5 -5 3.1 0.00082975 -3.6235E-10
390 3.5 -5 3.2 0.00083075 -3.6182E-10
391 3.5 -5 3.3 0.00083185 -3.6408E-10
392 3.5 -5 3.4 0.00083285 -3.6561E-10
393 3.5 -5 3.5 0.0008339 -3.7134E-10
394 3.5 -5 3.6 0.00083484 -3.9278E-10
395 3.5 -5 3.7 0.00083579 -4.5816E-10
396 3.5 -5 3.8 0.00083677 -1.0012E-09
397 3.5 -5 3.9 0.00083764 -1.4749E-09
398 3.5 -5 4 0.00083856 -1.5954E-09
399 3.5 -5 4.1 0.00083947 -3.4697E-09
400 3.5 -5 4.2 0.00084038 -6.7587E-09
401 3.5 -5 4.3 0.00084121 -1.2337E-08
402 3.5 -5 4.4 0.0008421 -2.0139E-08
403 3.5 -5 4.5 0.00084294 -3.4832E-08
404 3.5 -5 4.6 0.00084374 -5.4501E-08
405 3.5 -5 4.7 0.00084457 -8.5804E-08
406 3.5 -5 4.8 0.00084545 -1.276E-07
407 3.5 -5 4.9 0.00084625 -1.8684E-07
408 3.5 -5 5 0.00084713 -2.6632E-07
409 4 -5 0 4.3315E-07 -3.5153E-10
410 4 -5 0.1 0.00010398 -3.519E-10
411 4 -5 0.2 0.00020371 -3.509E-10
412 4 -5 0.3 0.00029896 -3.4908E-10
413 4 -5 0.4 0.0003898 -3.5534E-10
414 4 -5 0.5 0.00047597 -3.5206E-10
415 4 -5 0.6 0.00055759 -3.5208E-10
416 4 -5 0.7 0.00063452 -3.5127E-10
417 4 -5 0.8 0.00070687 -3.5431E-10
418 4 -5 0.9 0.00077441 -3.572E-10
419 4 -5 1 0.00083676 -3.5914E-10
420 4 -5 1.1 0.00089484 -3.5296E-10
421 4 -5 1.2 0.00094827 -3.5734E-10
422 4 -5 1.3 0.00099685 -3.5879E-10
423 4 -5 1.4 0.00104069 -3.5589E-10
424 4 -5 1.5 0.0010799 -3.5446E-10
425 4 -5 1.6 0.00111462 -3.5615E-10
426 4 -5 1.7 0.0011448 -3.5844E-10
427 4 -5 1.8 0.0011704 -3.6008E-10
428 4 -5 1.9 0.0011921 -3.5807E-10
429 4 -5 2 0.0012101 -3.583E-10
430 4 -5 2.1 0.0012243 -3.6065E-10
431 4 -5 2.2 0.0012356 -3.6304E-10
432 4 -5 2.3 0.0012441 -3.605E-10
433 4 -5 2.4 0.001251 -3.6269E-10
434 4 -5 2.5 0.001256 -3.6508E-10
435 4 -5 2.6 0.0012596 -3.6564E-10
436 4 -5 2.7 0.0012629 -3.643E-10
437 4 -5 2.8 0.0012658 -3.6562E-10
438 4 -5 2.9 0.0012681 -3.6601E-10
439 4 -5 3 0.0012702 -3.6914E-10
440 4 -5 3.1 0.0012722 -3.661E-10
441 4 -5 3.2 0.001274 -3.6511E-10
442 4 -5 3.3 0.0012757 -3.6746E-10
443 4 -5 3.4 0.0012773 -3.6861E-10
444 4 -5 3.5 0.001279 -3.6504E-10
445 4 -5 3.6 0.0012803 -3.656E-10
446 4 -5 3.7 0.001282 -3.6991E-10
447 4 -5 3.8 0.0012832 -3.7302E-10
448 4 -5 3.9 0.0012847 -3.8343E-10
449 4 -5 4 0.0012861 -4.1621E-10
450 4 -5 4.1 0.0012876 -5.118E-10
451 4 -5 4.2 0.0012886 -7.4369E-10
452 4 -5 4.3 0.0012901 -1.5478E-09
453 4 -5 4.4 0.0012913 -1.9928E-09
454 4 -5 4.5 0.0012926 -5.2624E-09
455 4 -5 4.6 0.0012937 -8.6116E-09
456 4 -5 4.7 0.0012949 -1.6064E-08
457 4 -5 4.8 0.001296 -2.9645E-08
458 4 -5 4.9 0.0012972 -4.8129E-08
459 4 -5 5 0.0012984 -7.9202E-08
460 4.5 -5 0 4.7325E-07 -3.5386E-10
461 4.5 -5 0.1 0.00012282 -3.5218E-10
462 4.5 -5 0.2 0.00024154 -3.4897E-10
463 4.5 -5 0.3 0.00035617 -3.5288E-10
464 4.5 -5 0.4 0.00046646 -3.5275E-10
465 4.5 -5 0.5 0.00057237 -3.5169E-10
466 4.5 -5 0.6 0.00067394 -3.5276E-10
467 4.5 -5 0.7 0.00077103 -3.5458E-10
468 4.5 -5 0.8 0.00086371 -3.5494E-10
469 4.5 -5 0.9 0.00095176 -3.5411E-10
470 4.5 -5 1 0.0010346 -3.546E-10
471 4.5 -5 1.1 0.00111352 -3.5556E-10
472 4.5 -5 1.2 0.0011877 -3.5498E-10
473 4.5 -5 1.3 0.0012573 -3.5778E-10
474 4.5 -5 1.4 0.0013224 -3.5897E-10
475 4.5 -5 1.5 0.0013827 -3.5987E-10
476 4.5 -5 1.6 0.0014382 -3.5712E-10
477 4.5 -5 1.7 0.001489 -3.6096E-10
478 4.5 -5 1.8 0.0015352 -3.6338E-10
479 4.5 -5 1.9 0.0015769 -3.6309E-10
480 4.5 -5 2 0.0016142 -3.6111E-10
481 4.5 -5 2.1 0.0016469 -3.6327E-10
482 4.5 -5 2.2 0.0016752 -3.6647E-10
483 4.5 -5 2.3 0.0016996 -3.647E-10
484 4.5 -5 2.4 0.0017199 -3.6282E-10
485 4.5 -5 2.5 0.0017368 -3.6724E-10
486 4.5 -5 2.6 0.0017506 -3.684E-10
487 4.5 -5 2.7 0.0017614 -3.695E-10
488 4.5 -5 2.8 0.00177 -3.6763E-10
489 4.5 -5 2.9 0.0017768 -3.7123E-10
490 4.5 -5 3 0.001782 -3.7088E-10
491 4.5 -5 3.1 0.0017864 -3.7069E-10
492 4.5 -5 3.2 0.00179 -3.6953E-10
493 4.5 -5 3.3 0.0017931 -3.8094E-10
494 4.5 -5 3.4 0.001796 -3.8161E-10
495 4.5 -5 3.5 0.0017985 -3.7694E-10
496 4.5 -5 3.6 0.0018008 -3.7116E-10
497 4.5 -5 3.7 0.0018033 -3.739E-10
498 4.5 -5 3.8 0.0018051 -3.7422E-10
499 4.5 -5 3.9 0.0018073 -3.7053E-10
500 4.5 -5 4 0.0018093 -3.7185E-10
501 4.5 -5 4.1 0.001811 -3.7519E-10
502 4.5 -5 4.2 0.0018129 -3.8242E-10
503 4.5 -5 4.3 0.0018146 -3.9519E-10
