
VD= 0 to 5 in 0.1 step
VG= 0 to 5 in 0.5 step
NO. VG VB VD ID IB
 V V V A A
1 0 -5 0 4.163E-11 -4.6454E-10
2 0 -5 0.1 4.191E-11 -4.4728E-10
3 0 -5 0.2 4.162E-11 -4.3119E-10
4 0 -5 0.3 4.223E-11 -4.2262E-10
5 0 -5 0.4 4.254E-11 -4.1881E-10
6 0 -5 0.5 4.25E-11 -4.1747E-10
7 0 -5 0.6 4.256E-11 -4.1431E-10
8 0 -5 0.7 4.27E-11 -4.1731E-10
9 0 -5 0.8 4.284E-11 -4.1772E-10
10 0 -5 0.9 4.328E-11 -4.1283E-10
11 0 -5 1 4.305E-11 -4.1455E-10
12 0 -5 1.1 4.346E-11 -4.1602E-10
13 0 -5 1.2 4.349E-11 -4.1341E-10
14 0 -5 1.3 4.372E-11 -4.1458E-10
15 0 -5 1.4 4.384E-11 -4.1626E-10
16 0 -5 1.5 4.409E-11 -4.1379E-10
17 0 -5 1.6 4.421E-11 -4.1571E-10
18 0 -5 1.7 4.448E-11 -4.1912E-10
19 0 -5 1.8 4.433E-11 -4.1637E-10
20 0 -5 1.9 4.477E-11 -4.171E-10
21 0 -5 2 4.487E-11 -4.1798E-10
22 0 -5 2.1 4.527E-11 -4.1695E-10
23 0 -5 2.2 4.512E-11 -4.1901E-10
24 0 -5 2.3 4.551E-11 -4.1942E-10
25 0 -5 2.4 4.554E-11 -4.2178E-10
26 0 -5 2.5 4.593E-11 -4.1707E-10
27 0 -5 2.6 4.613E-11 -4.1564E-10
28 0 -5 2.7 4.616E-11 -4.1821E-10
29 0 -5 2.8 4.661E-11 -4.1858E-10
30 0 -5 2.9 4.685E-11 -4.2023E-10
31 0 -5 3 4.692E-11 -4.1893E-10
32 0 -5 3.1 4.723E-11 -4.1996E-10
33 0 -5 3.2 4.739E-11 -4.2132E-10
34 0 -5 3.3 4.77E-11 -4.1774E-10
35 0 -5 3.4 4.801E-11 -4.197E-10
36 0 -5 3.5 4.835E-11 -4.2192E-10
37 0 -5 3.6 4.849E-11 -4.2264E-10
38 0 -5 3.7 4.875E-11 -4.2599E-10
39 0 -5 3.8 4.912E-11 -4.261E-10
40 0 -5 3.9 4.969E-11 -4.2145E-10
41 0 -5 4 4.995E-11 -4.2286E-10
42 0 -5 4.1 5.003E-11 -4.2095E-10
43 0 -5 4.2 5.063E-11 -4.2231E-10
44 0 -5 4.3 5.094E-11 -4.23E-10
45 0 -5 4.4 5.126E-11 -4.2189E-10
46 0 -5 4.5 5.158E-11 -4.2584E-10
47 0 -5 4.6 5.229E-11 -4.2508E-10
48 0 -5 4.7 5.238E-11 -4.2711E-10
49 0 -5 4.8 5.273E-11 -4.2778E-10
50 0 -5 4.9 5.33E-11 -4.3011E-10
51 0 -5 5 5.373E-11 -4.2846E-10
52 0.5 -5 0 3.998E-11 -4.1876E-10
53 0.5 -5 0.1 4.14E-11 -4.2057E-10
54 0.5 -5 0.2 4.158E-11 -4.2099E-10
55 0.5 -5 0.3 4.21E-11 -4.2048E-10
56 0.5 -5 0.4 4.213E-11 -4.2297E-10
57 0.5 -5 0.5 4.245E-11 -4.2004E-10
58 0.5 -5 0.6 4.26E-11 -4.192E-10
59 0.5 -5 0.7 4.293E-11 -4.176E-10
