
VD= 0 to -5 in -0.1 step
VG= 0 to -5 in -0.5 step
NO. VG VB VD ID IB
 V V V A A
1 0 0 0 -3.602E-11 7.433E-11
2 0 0 -0.1 -4.105E-11 7.451E-11
3 0 0 -0.2 -4.15E-11 7.42E-11
4 0 0 -0.3 -4.169E-11 7.673E-11
5 0 0 -0.4 -4.193E-11 7.252E-11
6 0 0 -0.5 -4.22E-11 7.696E-11
7 0 0 -0.6 -4.225E-11 7.292E-11
8 0 0 -0.7 -4.272E-11 7.6E-11
9 0 0 -0.8 -4.275E-11 7.479E-11
10 0 0 -0.9 -4.35E-11 7.597E-11
11 0 0 -1 -4.356E-11 7.781E-11
12 0 0 -1.1 -4.385E-11 7.441E-11
13 0 0 -1.2 -4.407E-11 7.773E-11
14 0 0 -1.3 -4.429E-11 7.554E-11
15 0 0 -1.4 -4.431E-11 7.822E-11
16 0 0 -1.5 -4.45E-11 7.495E-11
17 0 0 -1.6 -4.481E-11 7.876E-11
18 0 0 -1.7 -4.488E-11 7.638E-11
19 0 0 -1.8 -4.519E-11 7.73E-11
20 0 0 -1.9 -4.522E-11 7.858E-11
21 0 0 -2 -4.555E-11 7.622E-11
22 0 0 -2.1 -4.572E-11 7.973E-11
23 0 0 -2.2 -4.583E-11 7.593E-11
24 0 0 -2.3 -4.61E-11 7.982E-11
25 0 0 -2.4 -4.611E-11 7.653E-11
26 0 0 -2.5 -4.643E-11 7.97E-11
27 0 0 -2.6 -4.65E-11 7.841E-11
28 0 0 -2.7 -4.672E-11 7.744E-11
29 0 0 -2.8 -4.685E-11 7.997E-11
30 0 0 -2.9 -4.712E-11 7.656E-11
31 0 0 -3 -4.734E-11 8.071E-11
32 0 0 -3.1 -4.75E-11 7.694E-11
33 0 0 -3.2 -4.76E-11 8.093E-11
34 0 0 -3.3 -4.765E-11 7.713E-11
35 0 0 -3.4 -4.803E-11 8.004E-11
36 0 0 -3.5 -4.793E-11 7.88E-11
37 0 0 -3.6 -4.835E-11 7.86E-11
38 0 0 -3.7 -4.835E-11 8.005E-11
39 0 0 -3.8 -4.861E-11 7.683E-11
40 0 0 -3.9 -4.872E-11 8.107E-11
41 0 0 -4 -4.886E-11 7.709E-11
42 0 0 -4.1 -4.913E-11 8.092E-11
43 0 0 -4.2 -4.913E-11 7.749E-11
44 0 0 -4.3 -4.951E-11 7.961E-11
45 0 0 -4.4 -4.941E-11 7.876E-11
46 0 0 -4.5 -4.976E-11 7.867E-11
47 0 0 -4.6 -4.983E-11 8.055E-11
48 0 0 -4.7 -5.007E-11 7.63E-11
49 0 0 -4.8 -5.026E-11 8.141E-11
50 0 0 -4.9 -5.039E-11 7.754E-11
51 0 0 -5 -5.063E-11 8.123E-11
52 -0.5 0 0 -7.686E-11 7.872E-11
53 -0.5 0 -0.1 -6.3281E-08 7.981E-11
54 -0.5 0 -0.2 -7.1858E-08 7.625E-11
55 -0.5 0 -0.3 -7.2163E-08 7.638E-11
56 -0.5 0 -0.4 -7.2194E-08 7.684E-11
57 -0.5 0 -0.5 -7.2319E-08 7.675E-11
58 -0.5 0 -0.6 -7.2249E-08 7.629E-11
59 -0.5 0 -0.7 -7.2238E-08 7.601E-11
60 -0.5 0 -0.8 -7.2334E-08 7.677E-11
61 -0.5 0 -0.9 -7.2322E-08 7.674E-11
62 -0.5 0 -1 -7.2282E-08 7.65E-11
63 -0.5 0 -1.1 -7.2316E-08 7.625E-11
64 -0.5 0 -1.2 -7.2341E-08 7.67E-11
65 -0.5 0 -1.3 -7.2299E-08 7.642E-11
66 -0.5 0 -1.4 -7.2322E-08 7.571E-11
67 -0.5 0 -1.5 -7.2389E-08 7.604E-11
68 -0.5 0 -1.6 -7.2348E-08 7.622E-11
69 -0.5 0 -1.7 -7.2293E-08 7.62E-11
70 -0.5 0 -1.8 -7.2372E-08 7.553E-11
71 -0.5 0 -1.9 -7.2395E-08 7.643E-11
72 -0.5 0 -2 -7.2362E-08 7.696E-11
73 -0.5 0 -2.1 -7.2413E-08 7.543E-11
74 -0.5 0 -2.2 -7.2421E-08 7.602E-11
75 -0.5 0 -2.3 -7.2405E-08 7.65E-11
76 -0.5 0 -2.4 -7.2376E-08 7.652E-11
77 -0.5 0 -2.5 -7.2425E-08 7.634E-11
78 -0.5 0 -2.6 -7.2444E-08 7.634E-11
79 -0.5 0 -2.7 -7.2407E-08 7.749E-11
80 -0.5 0 -2.8 -7.2419E-08 7.701E-11
81 -0.5 0 -2.9 -7.2415E-08 7.661E-11
82 -0.5 0 -3 -7.2431E-08 7.701E-11
83 -0.5 0 -3.1 -7.2422E-08 7.745E-11
84 -0.5 0 -3.2 -7.246E-08 7.715E-11
85 -0.5 0 -3.3 -7.2433E-08 7.736E-11
86 -0.5 0 -3.4 -7.2465E-08 7.791E-11
87 -0.5 0 -3.5 -7.2463E-08 7.808E-11
88 -0.5 0 -3.6 -7.2475E-08 7.787E-11
89 -0.5 0 -3.7 -7.2509E-08 7.871E-11
90 -0.5 0 -3.8 -7.2492E-08 7.942E-11
91 -0.5 0 -3.9 -7.2523E-08 7.984E-11
92 -0.5 0 -4 -7.2499E-08 8.076E-11
93 -0.5 0 -4.1 -7.2516E-08 8.238E-11
94 -0.5 0 -4.2 -7.2472E-08 8.396E-11
95 -0.5 0 -4.3 -7.2519E-08 8.587E-11
96 -0.5 0 -4.4 -7.2485E-08 8.8E-11
97 -0.5 0 -4.5 -7.2499E-08 9.203E-11
98 -0.5 0 -4.6 -7.2525E-08 9.669E-11
99 -0.5 0 -4.7 -7.2565E-08 1.0136E-10
100 -0.5 0 -4.8 -7.2563E-08 1.0703E-10
101 -0.5 0 -4.9 -7.2596E-08 1.1647E-10
102 -0.5 0 -5 -7.2575E-08 1.2592E-10
103 -1 0 0 2.413E-09 7.614E-11
104 -1 0 -0.1 -4.9903E-07 7.643E-11
105 -1 0 -0.2 -9.1585E-07 7.674E-11
106 -1 0 -0.3 -1.2235E-06 7.862E-11
107 -1 0 -0.4 -1.4239E-06 7.604E-11
108 -1 0 -0.5 -1.5053E-06 7.652E-11
109 -1 0 -0.6 -1.5221E-06 7.583E-11
110 -1 0 -0.7 -1.5242E-06 7.558E-11
111 -1 0 -0.8 -1.5248E-06 7.605E-11
112 -1 0 -0.9 -1.5246E-06 7.61E-11
113 -1 0 -1 -1.5246E-06 7.583E-11
114 -1 0 -1.1 -1.5248E-06 7.541E-11
115 -1 0 -1.2 -1.5254E-06 7.561E-11
116 -1 0 -1.3 -1.5258E-06 7.65E-11
117 -1 0 -1.4 -1.5258E-06 7.573E-11
118 -1 0 -1.5 -1.5259E-06 7.561E-11
119 -1 0 -1.6 -1.5257E-06 7.689E-11
120 -1 0 -1.7 -1.526E-06 7.623E-11
121 -1 0 -1.8 -1.5263E-06 7.614E-11
122 -1 0 -1.9 -1.5265E-06 7.624E-11
123 -1 0 -2 -1.5267E-06 7.683E-11
124 -1 0 -2.1 -1.5265E-06 7.683E-11
125 -1 0 -2.2 -1.5268E-06 7.646E-11
126 -1 0 -2.3 -1.5266E-06 7.682E-11
127 -1 0 -2.4 -1.527E-06 7.747E-11
128 -1 0 -2.5 -1.5273E-06 7.696E-11
129 -1 0 -2.6 -1.527E-06 7.691E-11
130 -1 0 -2.7 -1.5271E-06 7.752E-11
131 -1 0 -2.8 -1.5272E-06 7.766E-11
132 -1 0 -2.9 -1.5272E-06 7.731E-11
133 -1 0 -3 -1.5276E-06 7.8E-11
134 -1 0 -3.1 -1.5279E-06 7.799E-11
135 -1 0 -3.2 -1.5279E-06 7.869E-11
136 -1 0 -3.3 -1.5278E-06 7.88E-11
137 -1 0 -3.4 -1.5283E-06 7.923E-11
138 -1 0 -3.5 -1.5282E-06 8.035E-11
139 -1 0 -3.6 -1.528E-06 8.121E-11
140 -1 0 -3.7 -1.5281E-06 8.247E-11
141 -1 0 -3.8 -1.5284E-06 8.528E-11
142 -1 0 -3.9 -1.5286E-06 8.871E-11
143 -1 0 -4 -1.5285E-06 9.303E-11
144 -1 0 -4.1 -1.5285E-06 9.846E-11
145 -1 0 -4.2 -1.5285E-06 1.0651E-10
146 -1 0 -4.3 -1.5287E-06 1.1748E-10
147 -1 0 -4.4 -1.5287E-06 1.2936E-10
148 -1 0 -4.5 -1.5288E-06 1.4989E-10
149 -1 0 -4.6 -1.5292E-06 1.7725E-10
150 -1 0 -4.7 -1.5288E-06 2.1046E-10
