FET Vgs-Id
VG=,0,to,5,in,0.1,step
VDS=,0,to,7,in,0.1,step
NO.,VG,ID,VDS,VSUB
205,0,5.4E-13,0.4,-2.5
206,0.1,4.3E-13,0.4,-2.5
207,0.2,4.9E-13,0.4,-2.5
208,0.3,3.5E-13,0.4,-2.5
209,0.4,3.8E-13,0.4,-2.5
210,0.5,3.4E-13,0.4,-2.5
211,0.6,1.67E-12,0.4,-2.5
212,0.7,3.464E-11,0.4,-2.5
213,0.8,9.0651E-10,0.4,-2.5
214,0.9,2.1642E-08,0.4,-2.5
215,1,4.0984E-07,0.4,-2.5
216,1.1,3.7722E-06,0.4,-2.5
217,1.2,1.5777E-05,0.4,-2.5
218,1.3,3.9994E-05,0.4,-2.5
219,1.4,7.6402E-05,0.4,-2.5
220,1.5,0.00012209,0.4,-2.5
221,1.6,0.00017243,0.4,-2.5
222,1.7,0.00022393,0.4,-2.5
223,1.8,0.00027462,0.4,-2.5
224,1.9,0.00032377,0.4,-2.5
225,2,0.00037108,0.4,-2.5
226,2.1,0.00041651,0.4,-2.5
227,2.2,0.00046005,0.4,-2.5
228,2.3,0.00050179,0.4,-2.5
229,2.4,0.0005416,0.4,-2.5
230,2.5,0.00058005,0.4,-2.5
231,2.6,0.00061705,0.4,-2.5
232,2.7,0.00065266,0.4,-2.5
233,2.8,0.00068694,0.4,-2.5
234,2.9,0.00071987,0.4,-2.5
235,3,0.00075164,0.4,-2.5
236,3.1,0.00078237,0.4,-2.5
237,3.2,0.00081208,0.4,-2.5
238,3.3,0.00084066,0.4,-2.5
239,3.4,0.00086838,0.4,-2.5
240,3.5,0.0008952,0.4,-2.5
241,3.6,0.00092117,0.4,-2.5
242,3.7,0.00094643,0.4,-2.5
243,3.8,0.00097088,0.4,-2.5
244,3.9,0.00099442,0.4,-2.5
245,4,0.00101722,0.4,-2.5
246,4.1,0.00103971,0.4,-2.5
247,4.2,0.00106135,0.4,-2.5
248,4.3,0.00108238,0.4,-2.5
249,4.4,0.00110292,0.4,-2.5
250,4.5,0.00112287,0.4,-2.5
251,4.6,0.0011422,0.4,-2.5
252,4.7,0.0011611,0.4,-2.5
253,4.8,0.0011796,0.4,-2.5
254,4.9,0.0011972,0.4,-2.5
255,5,0.0012146,0.4,-2.5
256,0,6.4E-13,0.5,-2.5
257,0.1,6E-13,0.5,-2.5
258,0.2,5.8E-13,0.5,-2.5
259,0.3,3.4E-13,0.5,-2.5
260,0.4,2.8E-13,0.5,-2.5
261,0.5,3.5E-13,0.5,-2.5
262,0.6,1.52E-12,0.5,-2.5
263,0.7,3.527E-11,0.5,-2.5
264,0.8,9.1823E-10,0.5,-2.5
265,0.9,2.2511E-08,0.5,-2.5
266,1,4.114E-07,0.5,-2.5
267,1.1,3.8072E-06,0.5,-2.5
268,1.2,1.5952E-05,0.5,-2.5
269,1.3,4.06E-05,0.5,-2.5
270,1.4,7.8342E-05,0.5,-2.5
271,1.5,0.00012773,0.5,-2.5
272,1.6,0.0001856,0.5,-2.5
273,1.7,0.0002477,0.5,-2.5
274,1.8,0.00031058,0.5,-2.5
275,1.9,0.00037247,0.5,-2.5
276,2,0.00043247,0.5,-2.5
277,2.1,0.00049027,0.5,-2.5
278,2.2,0.00054583,0.5,-2.5
279,2.3,0.00059917,0.5,-2.5
280,2.4,0.00064995,0.5,-2.5
281,2.5,0.00069912,0.5,-2.5
282,2.6,0.00074631,0.5,-2.5
283,2.7,0.0007917,0.5,-2.5
284,2.8,0.00083542,0.5,-2.5
285,2.9,0.00087756,0.5,-2.5
286,3,0.00091802,0.5,-2.5
287,3.1,0.00095714,0.5,-2.5
288,3.2,0.00099496,0.5,-2.5
289,3.3,0.00103137,0.5,-2.5
290,3.4,0.00106662,0.5,-2.5
291,3.5,0.00110077,0.5,-2.5
292,3.6,0.00113367,0.5,-2.5
293,3.7,0.0011658,0.5,-2.5
294,3.8,0.0011968,0.5,-2.5
295,3.9,0.0012264,0.5,-2.5
296,4,0.0012557,0.5,-2.5
297,4.1,0.0012841,0.5,-2.5
298,4.2,0.0013115,0.5,-2.5
299,4.3,0.0013384,0.5,-2.5
300,4.4,0.0013642,0.5,-2.5
301,4.5,0.0013894,0.5,-2.5
302,4.6,0.001414,0.5,-2.5
303,4.7,0.0014379,0.5,-2.5
304,4.8,0.0014608,0.5,-2.5
305,4.9,0.0014834,0.5,-2.5
306,5,0.0015058,0.5,-2.5
307,0,5.9E-13,0.6,-2.5
308,0.1,5.7E-13,0.6,-2.5
309,0.2,5.9E-13,0.6,-2.5
310,0.3,4.1E-13,0.6,-2.5
311,0.4,4.1E-13,0.6,-2.5
312,0.5,3.1E-13,0.6,-2.5
313,0.6,1.6E-12,0.6,-2.5
314,0.7,3.557E-11,0.6,-2.5
315,0.8,9.3131E-10,0.6,-2.5
316,0.9,2.2466E-08,0.6,-2.5
317,1,4.2222E-07,0.6,-2.5
318,1.1,3.8612E-06,0.6,-2.5
319,1.2,1.6131E-05,0.6,-2.5
320,1.3,4.1008E-05,0.6,-2.5
321,1.4,7.937E-05,0.6,-2.5
322,1.5,0.00013042,0.6,-2.5
323,1.6,0.00019236,0.6,-2.5
324,1.7,0.00026186,0.6,-2.5
325,1.8,0.000335,0.6,-2.5
326,1.9,0.00040875,0.6,-2.5
327,2,0.00048118,0.6,-2.5
328,2.1,0.00055151,0.6,-2.5
329,2.2,0.00061929,0.6,-2.5
330,2.3,0.00068454,0.6,-2.5
331,2.4,0.00074673,0.6,-2.5
332,2.5,0.00080693,0.6,-2.5
333,2.6,0.00086473,0.6,-2.5
334,2.7,0.00092031,0.6,-2.5
335,2.8,0.0009739,0.6,-2.5
336,2.9,0.00102535,0.6,-2.5
337,3,0.00107493,0.6,-2.5
338,3.1,0.00112284,0.6,-2.5
339,3.2,0.0011689,0.6,-2.5
340,3.3,0.0012136,0.6,-2.5
341,3.4,0.0012564,0.6,-2.5
342,3.5,0.0012983,0.6,-2.5
343,3.6,0.0013386,0.6,-2.5
344,3.7,0.0013777,0.6,-2.5
345,3.8,0.0014154,0.6,-2.5
346,3.9,0.0014518,0.6,-2.5
347,4,0.0014873,0.6,-2.5
348,4.1,0.0015217,0.6,-2.5
349,4.2,0.0015551,0.6,-2.5
350,4.3,0.0015877,0.6,-2.5
351,4.4,0.0016193,0.6,-2.5
352,4.5,0.00165,0.6,-2.5
353,4.6,0.00168,0.6,-2.5
354,4.7,0.0017086,0.6,-2.5
355,4.8,0.0017369,0.6,-2.5
356,4.9,0.0017643,0.6,-2.5
357,5,0.0017909,0.6,-2.5
358,0,6.6E-13,0.7,-2.5
359,0.1,7E-13,0.7,-2.5
360,0.2,4.7E-13,0.7,-2.5
361,0.3,4.2E-13,0.7,-2.5
362,0.4,4.7E-13,0.7,-2.5
363,0.5,5E-13,0.7,-2.5
364,0.6,1.67E-12,0.7,-2.5
365,0.7,3.629E-11,0.7,-2.5
366,0.8,9.4366E-10,0.7,-2.5
367,0.9,2.2644E-08,0.7,-2.5
368,1,4.2794E-07,0.7,-2.5
369,1.1,3.8969E-06,0.7,-2.5
370,1.2,1.6277E-05,0.7,-2.5
371,1.3,4.1399E-05,0.7,-2.5
372,1.4,8.0121E-05,0.7,-2.5
373,1.5,0.00013205,0.7,-2.5
374,1.6,0.00019594,0.7,-2.5
375,1.7,0.0002697,0.7,-2.5
376,1.8,0.00035015,0.7,-2.5
377,1.9,0.00043389,0.7,-2.5
378,2,0.00051792,0.7,-2.5
379,2.1,0.00060033,0.7,-2.5
380,2.2,0.00068041,0.7,-2.5
381,2.3,0.00075768,0.7,-2.5
382,2.4,0.00083155,0.7,-2.5
383,2.5,0.00090314,0.7,-2.5
384,2.6,0.00097195,0.7,-2.5
385,2.7,0.00103817,0.7,-2.5
386,2.8,0.00110184,0.7,-2.5
387,2.9,0.0011632,0.7,-2.5
388,3,0.0012222,0.7,-2.5
389,3.1,0.0012789,0.7,-2.5
390,3.2,0.001334,0.7,-2.5
391,3.3,0.0013869,0.7,-2.5
392,3.4,0.0014379,0.7,-2.5
393,3.5,0.0014877,0.7,-2.5
394,3.6,0.0015351,0.7,-2.5
395,3.7,0.0015817,0.7,-2.5
396,3.8,0.0016263,0.7,-2.5
397,3.9,0.0016699,0.7,-2.5
398,4,0.0017115,0.7,-2.5
399,4.1,0.0017523,0.7,-2.5
400,4.2,0.0017922,0.7,-2.5
401,4.3,0.0018304,0.7,-2.5
402,4.4,0.0018679,0.7,-2.5
403,4.5,0.0019042,0.7,-2.5
404,4.6,0.0019395,0.7,-2.5
405,4.7,0.0019735,0.7,-2.5
406,4.8,0.0020071,0.7,-2.5
407,4.9,0.0020396,0.7,-2.5
408,5,0.0020713,0.7,-2.5
409,0,7.9E-13,0.8,-2.5
410,0.1,5.6E-13,0.8,-2.5
411,0.2,6.3E-13,0.8,-2.5
412,0.3,5.8E-13,0.8,-2.5
413,0.4,3.9E-13,0.8,-2.5
414,0.5,4.3E-13,0.8,-2.5
415,0.6,1.69E-12,0.8,-2.5
416,0.7,3.663E-11,0.8,-2.5
417,0.8,9.5378E-10,0.8,-2.5
418,0.9,2.2934E-08,0.8,-2.5
419,1,4.2692E-07,0.8,-2.5
420,1.1,3.9232E-06,0.8,-2.5
421,1.2,1.6396E-05,0.8,-2.5
422,1.3,4.1705E-05,0.8,-2.5
423,1.4,8.0771E-05,0.8,-2.5
424,1.5,0.00013321,0.8,-2.5
425,1.6,0.00019812,0.8,-2.5
426,1.7,0.00027413,0.8,-2.5
427,1.8,0.00035906,0.8,-2.5
428,1.9,0.00045,0.8,-2.5
429,2,0.00054368,0.8,-2.5
430,2.1,0.0006373,0.8,-2.5
431,2.2,0.00072927,0.8,-2.5
432,2.3,0.00081858,0.8,-2.5
433,2.4,0.00090433,0.8,-2.5
434,2.5,0.00098758,0.8,-2.5
435,2.6,0.00106772,0.8,-2.5
436,2.7,0.0011448,0.8,-2.5
437,2.8,0.0012191,0.8,-2.5
438,2.9,0.0012906,0.8,-2.5
439,3,0.0013592,0.8,-2.5
440,3.1,0.0014254,0.8,-2.5
441,3.2,0.0014892,0.8,-2.5
442,3.3,0.0015512,0.8,-2.5
443,3.4,0.0016107,0.8,-2.5
444,3.5,0.001668,0.8,-2.5
445,3.6,0.0017237,0.8,-2.5
446,3.7,0.0017773,0.8,-2.5
447,3.8,0.0018296,0.8,-2.5
448,3.9,0.0018795,0.8,-2.5
449,4,0.0019284,0.8,-2.5
450,4.1,0.0019758,0.8,-2.5
451,4.2,0.0020217,0.8,-2.5
452,4.3,0.0020659,0.8,-2.5
453,4.4,0.0021098,0.8,-2.5
454,4.5,0.0021514,0.8,-2.5
455,4.6,0.0021925,0.8,-2.5
456,4.7,0.0022318,0.8,-2.5
457,4.8,0.0022705,0.8,-2.5
458,4.9,0.0023082,0.8,-2.5
459,5,0.0023449,0.8,-2.5
460,0,6.6E-13,0.9,-2.5
461,0.1,5E-13,0.9,-2.5
462,0.2,5.3E-13,0.9,-2.5
463,0.3,5.2E-13,0.9,-2.5
464,0.4,3.2E-13,0.9,-2.5
465,0.5,4.5E-13,0.9,-2.5
466,0.6,1.65E-12,0.9,-2.5
467,0.7,3.711E-11,0.9,-2.5
468,0.8,9.6437E-10,0.9,-2.5
469,0.9,2.3618E-08,0.9,-2.5
470,1,4.3489E-07,0.9,-2.5
471,1.1,3.9704E-06,0.9,-2.5
472,1.2,1.6514E-05,0.9,-2.5
473,1.3,4.1999E-05,0.9,-2.5
474,1.4,8.1343E-05,0.9,-2.5
475,1.5,0.0001342,0.9,-2.5
476,1.6,0.00019977,0.9,-2.5
477,1.7,0.00027706,0.9,-2.5
478,1.8,0.00036439,0.9,-2.5
479,1.9,0.00045998,0.9,-2.5
480,2,0.00056081,0.9,-2.5
481,2.1,0.00066385,0.9,-2.5
482,2.2,0.0007667,0.9,-2.5
483,2.3,0.00086766,0.9,-2.5
484,2.4,0.00096509,0.9,-2.5
485,2.5,0.00106006,0.9,-2.5
486,2.6,0.0011516,0.9,-2.5
487,2.7,0.0012401,0.9,-2.5
488,2.8,0.0013252,0.9,-2.5
489,2.9,0.0014068,0.9,-2.5
490,3,0.0014855,0.9,-2.5
491,3.1,0.0015618,0.9,-2.5
492,3.2,0.001635,0.9,-2.5
493,3.3,0.0017055,0.9,-2.5
494,3.4,0.0017739,0.9,-2.5
495,3.5,0.0018395,0.9,-2.5
496,3.6,0.0019031,0.9,-2.5
497,3.7,0.0019645,0.9,-2.5
498,3.8,0.0020242,0.9,-2.5
499,3.9,0.0020812,0.9,-2.5
500,4,0.0021374,0.9,-2.5
501,4.1,0.0021918,0.9,-2.5
502,4.2,0.0022442,0.9,-2.5
503,4.3,0.0022949,0.9,-2.5
504,4.4,0.0023449,0.9,-2.5
505,4.5,0.0023924,0.9,-2.5
506,4.6,0.0024393,0.9,-2.5
507,4.7,0.0024846,0.9,-2.5
508,4.8,0.0025281,0.9,-2.5
509,4.9,0.002571,0.9,-2.5
510,5,0.0026125,0.9,-2.5
511,0,7.3E-13,1,-2.5
512,0.1,6.5E-13,1,-2.5
513,0.2,5.9E-13,1,-2.5
514,0.3,4.9E-13,1,-2.5
515,0.4,3.9E-13,1,-2.5
516,0.5,4.6E-13,1,-2.5
517,0.6,1.64E-12,1,-2.5
518,0.7,3.748E-11,1,-2.5
519,0.8,9.7446E-10,1,-2.5
520,0.9,2.358E-08,1,-2.5
521,1,4.4104E-07,1,-2.5
522,1.1,4.007E-06,1,-2.5
523,1.2,1.6641E-05,1,-2.5
524,1.3,4.2294E-05,1,-2.5
525,1.4,8.1865E-05,1,-2.5
526,1.5,0.00013513,1,-2.5
527,1.6,0.00020123,1,-2.5
528,1.7,0.00027929,1,-2.5
529,1.8,0.00036803,1,-2.5
530,1.9,0.00046623,1,-2.5
531,2,0.00057173,1,-2.5
532,2.1,0.00068184,1,-2.5
533,2.2,0.00079386,1,-2.5
534,2.3,0.00090538,1,-2.5
535,2.4,0.00101405,1,-2.5
536,2.5,0.0011206,1,-2.5
537,2.6,0.0012237,1,-2.5
538,2.7,0.0013235,1,-2.5
539,2.8,0.0014195,1,-2.5
540,2.9,0.0015121,1,-2.5
541,3,0.0016011,1,-2.5
542,3.1,0.0016873,1,-2.5
543,3.2,0.0017703,1,-2.5
544,3.3,0.0018501,1,-2.5
545,3.4,0.0019273,1,-2.5
546,3.5,0.0020015,1,-2.5
547,3.6,0.0020735,1,-2.5
548,3.7,0.002143,1,-2.5
549,3.8,0.0022104,1,-2.5
550,3.9,0.002275,1,-2.5
551,4,0.0023383,1,-2.5
552,4.1,0.0023995,1,-2.5
553,4.2,0.0024588,1,-2.5
554,4.3,0.0025166,1,-2.5
555,4.4,0.0025724,1,-2.5
556,4.5,0.0026265,1,-2.5
557,4.6,0.002679,1,-2.5
558,4.7,0.0027297,1,-2.5
559,4.8,0.0027792,1,-2.5
560,4.9,0.0028274,1,-2.5
561,5,0.0028743,1,-2.5
562,0,8E-13,1.1,-2.5
563,0.1,7.1E-13,1.1,-2.5
564,0.2,6.1E-13,1.1,-2.5
565,0.3,4.8E-13,1.1,-2.5
566,0.4,3.9E-13,1.1,-2.5
567,0.5,5.3E-13,1.1,-2.5
568,0.6,1.72E-12,1.1,-2.5
569,0.7,3.787E-11,1.1,-2.5
570,0.8,9.8595E-10,1.1,-2.5
571,0.9,2.3804E-08,1.1,-2.5
572,1,4.4337E-07,1.1,-2.5
573,1.1,4.0348E-06,1.1,-2.5
574,1.2,1.6764E-05,1.1,-2.5
575,1.3,4.2565E-05,1.1,-2.5
576,1.4,8.2384E-05,1.1,-2.5
577,1.5,0.00013592,1.1,-2.5
578,1.6,0.00020245,1.1,-2.5
579,1.7,0.0002811,1.1,-2.5
580,1.8,0.00037081,1.1,-2.5
581,1.9,0.00047061,1.1,-2.5
582,2,0.00057889,1.1,-2.5
583,2.1,0.00069372,1.1,-2.5
584,2.2,0.00081268,1.1,-2.5
585,2.3,0.00093315,1.1,-2.5
586,2.4,0.00105208,1.1,-2.5
587,2.5,0.0011697,1.1,-2.5
588,2.6,0.0012841,1.1,-2.5
589,2.7,0.0013954,1.1,-2.5
590,2.8,0.0015026,1.1,-2.5
591,2.9,0.0016061,1.1,-2.5
592,3,0.001706,1.1,-2.5
593,3.1,0.0018023,1.1,-2.5
594,3.2,0.0018952,1.1,-2.5
595,3.3,0.0019849,1.1,-2.5
596,3.4,0.0020711,1.1,-2.5
597,3.5,0.0021544,1.1,-2.5
598,3.6,0.0022348,1.1,-2.5
599,3.7,0.0023126,1.1,-2.5
600,3.8,0.0023881,1.1,-2.5
601,3.9,0.0024605,1.1,-2.5
602,4,0.0025307,1.1,-2.5
603,4.1,0.0025992,1.1,-2.5
604,4.2,0.0026653,1.1,-2.5
605,4.3,0.0027291,1.1,-2.5
606,4.4,0.0027918,1.1,-2.5
607,4.5,0.0028523,1.1,-2.5
608,4.6,0.0029106,1.1,-2.5
609,4.7,0.0029681,1.1,-2.5
610,4.8,0.0030229,1.1,-2.5
611,4.9,0.003076,1.1,-2.5
612,5,0.0031285,1.1,-2.5
613,0,6.8E-13,1.2,-2.5
614,0.1,6.1E-13,1.2,-2.5
615,0.2,5.9E-13,1.2,-2.5
616,0.3,5.5E-13,1.2,-2.5
617,0.4,4.2E-13,1.2,-2.5
618,0.5,4E-13,1.2,-2.5
619,0.6,1.74E-12,1.2,-2.5
620,0.7,3.833E-11,1.2,-2.5
621,0.8,9.9954E-10,1.2,-2.5
622,0.9,2.4169E-08,1.2,-2.5
623,1,4.4587E-07,1.2,-2.5
624,1.1,4.0584E-06,1.2,-2.5
625,1.2,1.6876E-05,1.2,-2.5
626,1.3,4.2855E-05,1.2,-2.5
627,1.4,8.2894E-05,1.2,-2.5
628,1.5,0.00013674,1.2,-2.5
629,1.6,0.00020366,1.2,-2.5
630,1.7,0.00028283,1.2,-2.5
631,1.8,0.00037323,1.2,-2.5
632,1.9,0.000474,1.2,-2.5
633,2,0.00058401,1.2,-2.5
634,2.1,0.00070172,1.2,-2.5
635,2.2,0.00082544,1.2,-2.5
636,2.3,0.00095269,1.2,-2.5
637,2.4,0.00108029,1.2,-2.5
638,2.5,0.0012078,1.2,-2.5
639,2.6,0.0013332,1.2,-2.5
640,2.7,0.0014554,1.2,-2.5
641,2.8,0.0015739,1.2,-2.5
642,2.9,0.0016884,1.2,-2.5
643,3,0.0017989,1.2,-2.5
644,3.1,0.0019058,1.2,-2.5
645,3.2,0.0020089,1.2,-2.5
646,3.3,0.0021082,1.2,-2.5
647,3.4,0.0022043,1.2,-2.5
648,3.5,0.0022965,1.2,-2.5
649,3.6,0.002386,1.2,-2.5
650,3.7,0.0024726,1.2,-2.5
651,3.8,0.0025554,1.2,-2.5
652,3.9,0.002636,1.2,-2.5
653,4,0.0027142,1.2,-2.5
654,4.1,0.0027901,1.2,-2.5
655,4.2,0.0028635,1.2,-2.5
656,4.3,0.0029347,1.2,-2.5
657,4.4,0.0030031,1.2,-2.5
658,4.5,0.0030701,1.2,-2.5
659,4.6,0.0031351,1.2,-2.5
