FET Vgs-Id
VG=,0,to,5,in,0.1,step
VDS=,0,to,7,in,0.1,step
NO.,VG,ID,VDS,VSUB
,V,A,V,V
1,0,1.5E-13,0,0
2,0.1,1.21E-12,0,0
3,0.2,1.848E-11,0,0
4,0.3,2.7688E-10,0,0
5,0.4,4.0076E-09,0,0
6,0.5,1.0929E-08,0,0
7,0.6,5.0818E-08,0,0
8,0.7,2.9345E-08,0,0
9,0.8,-2.6862E-08,0,0
10,0.9,-8.5242E-08,0,0
11,1,1.143E-08,0,0
12,1.1,-1.543E-07,0,0
13,1.2,-2.5279E-07,0,0
14,1.3,-3.2999E-07,0,0
15,1.4,-3.9444E-07,0,0
16,1.5,-4.5594E-07,0,0
17,1.6,-5.0677E-07,0,0
18,1.7,-5.5926E-07,0,0
19,1.8,-6.1008E-07,0,0
20,1.9,-6.5523E-07,0,0
21,2,-7.0188E-07,0,0
22,2.1,-7.4318E-07,0,0
23,2.2,-7.8327E-07,0,0
24,2.3,-8.2336E-07,0,0
25,2.4,-8.5844E-07,0,0
26,2.5,-8.9535E-07,0,0
27,2.6,-9.2719E-07,0,0
28,2.7,-9.6182E-07,0,0
29,2.8,-9.9222E-07,0,0
30,2.9,-1.02184E-06,0,0
31,3,-1.04988E-06,0,0
32,3.1,-1.07583E-06,0,0
33,3.2,-1.10164E-06,0,0
34,3.3,-1.1273E-06,0,0
35,3.4,-1.2344E-06,0,0
36,3.5,-1.27E-06,0,0
37,3.6,-1.2951E-06,0,0
38,3.7,-1.2971E-06,0,0
39,3.8,-1.3157E-06,0,0
40,3.9,-1.3471E-06,0,0
41,4,-1.3733E-06,0,0
42,4.1,-1.3872E-06,0,0
43,4.2,-1.4302E-06,0,0
44,4.3,-1.4054E-06,0,0
45,4.4,-1.4165E-06,0,0
46,4.5,-1.46E-06,0,0
47,4.6,-1.4371E-06,0,0
48,4.7,-1.4645E-06,0,0
49,4.8,-1.4955E-06,0,0
50,4.9,-1.5041E-06,0,0
51,5,-1.5062E-06,0,0
52,0,1.06E-12,0.1,0
53,0.1,9.83E-12,0.1,0
54,0.2,1.4238E-10,0.1,0
55,0.3,2.2194E-09,0.1,0
56,0.4,3.3095E-08,0.1,0
57,0.5,4.1439E-07,0.1,0
58,0.6,2.9151E-06,0.1,0
59,0.7,1.01479E-05,0.1,0
60,0.8,2.1233E-05,0.1,0
61,0.9,3.3949E-05,0.1,0
62,1,4.6838E-05,0.1,0
63,1.1,5.9327E-05,0.1,0
64,1.2,7.1241E-05,0.1,0
65,1.3,8.2501E-05,0.1,0
66,1.4,9.311E-05,0.1,0
67,1.5,0.000103118,0.1,0
68,1.6,0.000112546,0.1,0
69,1.7,0.00012143,0.1,0
70,1.8,0.00012983,0.1,0
71,1.9,0.00013778,0.1,0
72,2,0.00014528,0.1,0
73,2.1,0.00015246,0.1,0
74,2.2,0.00015923,0.1,0
75,2.3,0.0001657,0.1,0
76,2.4,0.00017189,0.1,0
77,2.5,0.00017772,0.1,0
78,2.6,0.00018338,0.1,0
79,2.7,0.00018871,0.1,0
80,2.8,0.0001939,0.1,0
81,2.9,0.00019886,0.1,0
82,3,0.00020363,0.1,0
83,3.1,0.00020832,0.1,0
84,3.2,0.00021271,0.1,0
85,3.3,0.00021686,0.1,0
86,3.4,0.00022094,0.1,0
87,3.5,0.0002249,0.1,0
88,3.6,0.00022892,0.1,0
89,3.7,0.00023262,0.1,0
90,3.8,0.00023616,0.1,0
91,3.9,0.0002396,0.1,0
92,4,0.00024287,0.1,0
93,4.1,0.00024615,0.1,0
94,4.2,0.00024922,0.1,0
95,4.3,0.00025237,0.1,0
96,4.4,0.00025529,0.1,0
97,4.5,0.00025816,0.1,0
98,4.6,0.00026093,0.1,0
99,4.7,0.00026355,0.1,0
100,4.8,0.00026612,0.1,0
101,4.9,0.00026871,0.1,0
102,5,0.000271,0.1,0
103,0,1.28E-12,0.2,0
104,0.1,1.026E-11,0.2,0
105,0.2,1.4621E-10,0.2,0
106,0.3,2.3639E-09,0.2,0
107,0.4,3.4255E-08,0.2,0
108,0.5,4.3475E-07,0.2,0
109,0.6,3.1879E-06,0.2,0
110,0.7,1.2302E-05,0.2,0
111,0.8,2.9663E-05,0.2,0
112,0.9,5.2977E-05,0.2,0
113,1,7.8506E-05,0.2,0
114,1.1,0.00010401,0.2,0
115,1.2,0.00012862,0.2,0
116,1.3,0.000152,0.2,0
117,1.4,0.0001741,0.2,0
118,1.5,0.00019492,0.2,0
119,1.6,0.00021455,0.2,0
120,1.7,0.00023301,0.2,0
121,1.8,0.00025036,0.2,0
122,1.9,0.00026681,0.2,0
