FET Vgs-Id
VG=,0,to,5,in,0.1,step
VDS=,0,to,7,in,0.1,step
NO.,VG,ID,VDS,VSUB
,V,A,V,V
1,0,4.3E-13,0,-2
2,0.1,5.4E-13,0,-2
3,0.2,1.4E-13,0,-2
4,0.3,3.9E-13,0,-2
5,0.4,1.6E-13,0,-2
6,0.5,5.4E-13,0,-2
7,0.6,4.75E-12,0,-2
8,0.7,1.1243E-10,0,-2
9,0.8,2.1076E-09,0,-2
10,0.9,6.2174E-09,0,-2
11,1,3.6625E-09,0,-2
12,1.1,3.69E-10,0,-2
13,1.2,-1.4271E-09,0,-2
14,1.3,-1.5602E-09,0,-2
15,1.4,-1.7383E-09,0,-2
16,1.5,-1.7177E-09,0,-2
17,1.6,-1.6985E-09,0,-2
18,1.7,-1.8028E-09,0,-2
19,1.8,-1.6467E-09,0,-2
20,1.9,-1.8086E-09,0,-2
21,2,-1.6507E-09,0,-2
22,2.1,-1.81E-09,0,-2
23,2.2,-1.7904E-09,0,-2
24,2.3,-1.7527E-09,0,-2
25,2.4,-1.8675E-09,0,-2
26,2.5,-1.6949E-09,0,-2
27,2.6,-1.8809E-09,0,-2
28,2.7,-1.7333E-09,0,-2
29,2.8,-1.8135E-09,0,-2
30,2.9,-1.8193E-09,0,-2
31,3,-1.7569E-09,0,-2
32,3.1,-1.8395E-09,0,-2
33,3.2,-1.6957E-09,0,-2
34,3.3,-1.855E-09,0,-2
35,3.4,-1.6783E-09,0,-2
36,3.5,-1.7649E-09,0,-2
37,3.6,-1.7209E-09,0,-2
38,3.7,-1.6916E-09,0,-2
39,3.8,-1.7982E-09,0,-2
40,3.9,-1.6423E-09,0,-2
41,4,-1.7995E-09,0,-2
42,4.1,-1.6361E-09,0,-2
43,4.2,-1.7801E-09,0,-2
44,4.3,-1.7639E-09,0,-2
45,4.4,-1.7564E-09,0,-2
46,4.5,-1.8314E-09,0,-2
47,4.6,-1.6573E-09,0,-2
48,4.7,-1.8381E-09,0,-2
49,4.8,-1.6845E-09,0,-2
50,4.9,-1.8145E-09,0,-2
51,5,-1.79E-09,0,-2
52,0,2.8E-13,0.1,-2
53,0.1,1.5E-13,0.1,-2
54,0.2,2.1E-13,0.1,-2
55,0.3,3E-14,0.1,-2
56,0.4,2.2E-13,0.1,-2
57,0.5,6.3E-13,0.1,-2
58,0.6,1.775E-11,0.1,-2
59,0.7,4.4787E-10,0.1,-2
60,0.8,1.0832E-08,0.1,-2
61,0.9,1.6333E-07,0.1,-2
62,1,2.8277E-07,0.1,-2
63,1.1,3.2178E-07,0.1,-2
64,1.2,2.9686E-07,0.1,-2
65,1.3,3.0581E-07,0.1,-2
66,1.4,3.1481E-07,0.1,-2
67,1.5,3.1696E-07,0.1,-2
68,1.6,3.1642E-07,0.1,-2
69,1.7,3.0737E-07,0.1,-2
70,1.8,3.1345E-07,0.1,-2
71,1.9,3.3369E-07,0.1,-2
72,2,3.2493E-07,0.1,-2
73,2.1,3.2011E-07,0.1,-2
74,2.2,3.2047E-07,0.1,-2
75,2.3,2.9856E-07,0.1,-2
76,2.4,3.2253E-07,0.1,-2
77,2.5,2.973E-07,0.1,-2
78,2.6,3.0547E-07,0.1,-2
79,2.7,3.0356E-07,0.1,-2
80,2.8,3.1313E-07,0.1,-2
81,2.9,3.0056E-07,0.1,-2
82,3,3.1574E-07,0.1,-2
83,3.1,3.1866E-07,0.1,-2
84,3.2,3.2636E-07,0.1,-2
85,3.3,3.144E-07,0.1,-2
86,3.4,2.9505E-07,0.1,-2
87,3.5,3.0771E-07,0.1,-2
88,3.6,3.0874E-07,0.1,-2
89,3.7,3.2933E-07,0.1,-2
90,3.8,3.1845E-07,0.1,-2
91,3.9,3.1364E-07,0.1,-2
92,4,3.2748E-07,0.1,-2
93,4.1,3.2266E-07,0.1,-2
94,4.2,3.1834E-07,0.1,-2
95,4.3,3.0857E-07,0.1,-2
96,4.4,3.0833E-07,0.1,-2
97,4.5,3.1883E-07,0.1,-2
98,4.6,3.1953E-07,0.1,-2
99,4.7,2.9868E-07,0.1,-2
100,4.8,3.0392E-07,0.1,-2
101,4.9,2.9905E-07,0.1,-2
102,5,2.9963E-07,0.1,-2
103,0,5.6E-13,0.2,-2
104,0.1,5.1E-13,0.2,-2
105,0.2,2.9E-13,0.2,-2
106,0.3,3.8E-13,0.2,-2
107,0.4,2.5E-13,0.2,-2
108,0.5,1E-12,0.2,-2
109,0.6,1.82E-11,0.2,-2
110,0.7,4.6273E-10,0.2,-2
111,0.8,1.1565E-08,0.2,-2
112,0.9,2.061E-07,0.2,-2
113,1,6.0708E-07,0.2,-2
114,1.1,6.2904E-07,0.2,-2
115,1.2,6.3559E-07,0.2,-2
116,1.3,6.6082E-07,0.2,-2
117,1.4,6.0804E-07,0.2,-2
118,1.5,6.5974E-07,0.2,-2
119,1.6,6.393E-07,0.2,-2
120,1.7,6.5096E-07,0.2,-2
121,1.8,6.3553E-07,0.2,-2
122,1.9,6.4293E-07,0.2,-2
123,2,6.3618E-07,0.2,-2
124,2.1,6.4379E-07,0.2,-2
125,2.2,6.5228E-07,0.2,-2
126,2.3,6.446E-07,0.2,-2
127,2.4,6.3888E-07,0.2,-2
128,2.5,6.3881E-07,0.2,-2
129,2.6,6.4014E-07,0.2,-2
130,2.7,6.4584E-07,0.2,-2
131,2.8,6.4242E-07,0.2,-2
132,2.9,6.3608E-07,0.2,-2
133,3,6.5269E-07,0.2,-2
134,3.1,6.4855E-07,0.2,-2
135,3.2,5.9753E-07,0.2,-2
136,3.3,6.6092E-07,0.2,-2
137,3.4,6.5036E-07,0.2,-2
138,3.5,6.4358E-07,0.2,-2
139,3.6,6.6714E-07,0.2,-2
140,3.7,6.3681E-07,0.2,-2
141,3.8,6.4255E-07,0.2,-2
142,3.9,6.3842E-07,0.2,-2
143,4,6.0112E-07,0.2,-2
144,4.1,6.5369E-07,0.2,-2
145,4.2,6.409E-07,0.2,-2
146,4.3,6.4898E-07,0.2,-2
147,4.4,6.54E-07,0.2,-2
148,4.5,6.3789E-07,0.2,-2
149,4.6,6.4457E-07,0.2,-2
150,4.7,6.1442E-07,0.2,-2
151,4.8,5.9072E-07,0.2,-2
152,4.9,5.851E-07,0.2,-2
153,5,5.985E-07,0.2,-2
154,0,4.1E-13,0.3,-2
155,0.1,4.7E-13,0.3,-2
156,0.2,2.2E-13,0.3,-2
157,0.3,2.6E-13,0.3,-2
158,0.4,1.6E-13,0.3,-2
159,0.5,9.9E-13,0.3,-2
160,0.6,1.836E-11,0.3,-2
161,0.7,4.6862E-10,0.3,-2
162,0.8,1.1292E-08,0.3,-2
163,0.9,2.1798E-07,0.3,-2
164,1,8.7513E-07,0.3,-2
